map_cols=40
map_rows=40
tile_width=32
tile_height=32
tile_path=res\game\tiles.png
tile_grid_id=1
back_layer_name=background
barrier_layer_name=obstacle
mask_layer_name=mask
<layer name=background>
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,183,183,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,183,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,183,183,183,183,183,183,183,183,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235
</layer>
<layer name=obstacle>
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,112,113,112,113,0,0,0,0,40,45,47,42,0,0,0,0,40,47,47,42,0,0,0,0,112,113,112,113,0,0,0,0,0,0,
0,0,0,0,0,0,138,139,138,139,0,0,0,0,118,171,171,120,0,0,0,0,118,41,41,120,0,0,0,0,138,139,138,139,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,66,67,67,67,67,67,67,67,67,67,67,71,0,0,0,0,73,67,67,67,67,67,67,67,67,67,67,68,0,0,0,0,0,0,
0,0,112,113,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,112,113,0,0,
0,0,138,139,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,138,139,0,0,
0,0,112,113,0,0,92,0,0,0,0,0,0,0,0,0,60,61,0,0,0,0,60,61,0,0,0,0,0,0,0,0,0,94,0,0,112,113,0,0,
